name,eventVenue,eventCity,eventState,eventCountry,eventStartDate,eventEndDate,latitude,longitude,advanceRates,atDoorRates,siteURL,registerURL,description,eventType
Boston Comic Con 2016,Seaport World Trade Center,Boston,MA,United States,2016-08-12,2016-08-14,42.35004,-71.04171,,,,,"Boston Comic Con returns to the Seaport World Trade Center this summer on August 12-14th! 

Comic creators joining us this year include Arthur Adams, Laura & Mike Allred, Greg Capullo, John Cassaday, Jim Cheung, Amanda Conner, Terry Dodson, Adam Hughes, Phil Jimenez, Sam Kieth, Erik Larsen, Jae Lee, Jimmy Palmiottii, Mark Waid, Marv Wolfman, Bernie Wrightson, and many more!

Media guests appearing to sign autographs and take photos with their fans include William Shatner, Karl Urban, Jenna Coleman, Karen Gillan, John Barrowman, Caity Lotz, Robbie Amell, Ciara Renee, Seth Gilliam, and Vic Mignogna with more to be announced in the months to come!

Cosplay enthusiasts will want to meet renowned costumers Ivy Doomkitty, Nicole Marie Jean, Ani-Mia, Alexandria the Red, and Spock Vegas! 

Plus we'll have panels, cosplay contests, and special events! Be sure to follow us to keep up-to-date.

About Boston Comic Con:
The Boston Comic Con is a 100% independently run comic book show committed to bringing the biggest and best comic creators to New England. Run by fans for fans, Boston Comic Con is not affiliated with any other convention tour or corporate interests. Hosting over 120,000 square feet of vendors selling comic books, toys, posters, trading cards, and other pop culture memorabilia, this is a destination event for geeks of any stripe. This year’s convention will be held Friday August 12th, Saturday August 13th, and Sunday August 14th at the Seaport World Trade Center, 200 Seaport Blvd, Boston, MA 02210. For more information please go to our website at www.bostoncomiccon.com",Comic
Phoenix Comicon 2016,Phoenix Convention Center,Phoenix,AZ,United States,2016-06-02,2016-06-05,33.4492183,-112.06954879114,,,,,"Join us June 2 - 5, 2016 for Phoenix Comicon 2016. Taking place in downtown Phoenix, it's time to discover your inner geek with Phoenix Comicon.",Comic
Denver Comic Con,Colorado Convention Center,Denver,CO,United States,2016-06-18,2016-06-19,39.742927609005,-104.99558244579,,,,,"Denver Comic Con will be welcoming John as a guest for autographs, photo ops and the unique Barrowman panel experience!",Comic
Montreal Comiccon 2016,Palais des congrès de Montréal,Montreal,QC,Canada,2016-07-08,2016-07-10,45.50496001229,-73.560559101318,,,,,"Montreal Comiccon from 8 to 10 July 2016 at the Convention Center
_______________________________________________
Montreal Comiccon du 8 au 10 Juillet 2016 au Palais Des Congrès 
_______________________________________________
_______________________________________________
http://www.montrealcomiccon.com/",Comic
Montreal Comiccon 2016,Montreal Comiccon,Montreal,QC,Canada,2016-07-08,2016-07-10,45.5038147,-73.5613861,,,,,"* Scroll down for English*
Le Comiccon de Montréal est un événement destiné aux amateurs de culture populaire à l’occasion duquel ces derniers ont la chance de rencontrer des artistes et de voir un large éventail de produits issus de l’univers du divertissement : science-fiction, horreur, anime, jeux vidéo sous toutes leurs formes et, bien sûr, bandes dessinées et comic books. On y trouve une grande diversité d’exposants, notamment des entreprises qui y présentent leurs marchandises, ainsi que des véhicules ou d’autres éléments marquants de films ou de séries télévisées. Il s’agit d’une occasion unique pour les collectionneurs de trouver le tee-shirt, le comic book, le jouet, la figurine, le DVD ou Blu-ray ou la réplique dont ils rêvent. 
 
Les aficionados de comic books et de bandes dessinées ont quant à eux la chance de rencontrer leurs artistes préférés, de demander leur autographe, d’acheter un dessin ou de les remercier pour leur travail. L’un des points marquants de l’événement est certes la possibilité pour les visiteurs de rencontrer les artisans mêmes de leur émission de télé ou de leur film préféré. Les vedettes participent à des séances de photo et de signature d’autographes, et donnent des conférences accueillant de 700 à 2 500 personnes.

On encourage les visiteurs (sans les obliger, toutefois) à se costumer sous les traits de leur icône de la culture populaire préférée (cinéma, télé, jeu vidéo ou comic book, par exemple). Le défilé de costumes atteint son apogée lors de la mascarade, grand concours de costumes présidé par des juges venus des quatre coins du monde qui notent plus de 60 concurrents devant les encouragements de près de 2 500 amateurs réunis pour l’occasion.
 
Pendant les trois jours de l’événement, les visiteurs sont invités à plus de 100 groupes de discussion et ateliers visant la promotion des comic books, des costumes, des jeux vidéo et de la culture populaire en général. Une zone de jeux vidéo est aménagée pour ceux et celles qui voudraient découvrir des jeux en démonstration, participer à des tournois ou simplement profiter d’une séance de jeu gratuite. Les démonstrations sur place et les tournois de jeux vidéo de sport englobent à la fois des jeux indépendants et des titres parmi les plus prisés. Dans l’ensemble des longs et courts métrages présentés, notons des films d’amateurs ainsi que des productions indépendantes et de grands studios. 

*English*

Montreal Comiccon is a pop-culture fan convention that showcases artists and products from entertainment genres like: Sci-fi, Horror, Anime, Gaming in all its forms, and, of course, bande dessinée and comic books. It features a large array of exhibits with several companies demonstrating their wares and a few vehicles or set pieces from film or television are on display, a shopping experience like no other, aimed at fans that are looking for games, T-Shirts, comics, toys, statues, DVDs/Blu-rays, replicas and more collector items.  

Fans have the opportunity come to meet their favorite creators from the world of comics and BD, get their autographs, buy a sketch or thank them for their work.  Additionally, one of the biggest draws, fans get to meet the personalities behind their favorite TV shows and movies. Celebrities participate in autograph sessions, photo opportunities and Q&As that accommodate between 700 and 2500 fans.

Fans are encouraged (but not obliged) to come dressed as their favorite pop culture characters, be they from movies, TV, video games or comics. It culminates at the Masquerade, the big costuming competition that brings in judges from across the globe, over 60 competitors, and close to 2500 fans to cheer them on when they hit the big stage. 

Over the course of three days, fans are treated to over 100 different panel discussions and workshops that help further promote comics, costuming, gaming and pop culture in general.  A gaming zone for fans to discover new game demos, participate in tourneys or simply enjoy some free-play.  Video games are feature for both indie games and AAA studios with demos and eSports tournaments.  Screenings for short and feature films are presented that include fans films, as well as independent and studio productions.",Comic
ALAMO CITY COMIC CON 2016,Henry B. Gonzalez Convention Center,San Antonio,TX,United States,2016-10-28,2016-10-30,29.4218258,-98.4834757,,,,,"****************************
ALAMO CITY COMIC CON
October 28th - October 30th, 2016
Henry B. Convention Center
San Antonio, TX

Advance Ticket Prices:
3-Day Badge - $80 (LIMITED QUANTITY)
Friday - $35
Saturday - $40
Sunday - $35
Kids Passes (for kids ages 3 to 10 years old, good for one day or all three days of the event! - $15

Ticket Link: http://bit.ly/1MUG73t

3-Day Passes are available locally at both Heroes & Fantasies locations, both Alien Worlds locations, Dragons Lair & Zero City Comics. 

Whovian VIP Passes are available online and also at Heroes & Fantasies (410 Location) 

Official Hashtag: #ACCC2016

ABOUT Alamo City Comic Con: 
Alamo City Comic Con (ACCC) is a celebration of the comic arts in San Antonio, Texas. You’ll find top-tier talent in the form of comic book artists, writers and publishers. You can also find many of your favorite actors from movies and television to comics and pop culture in general. We offer the opportunity to meet, get autographs, take photos and view panels with some of your favorite celebs, artists and writers. You can also purchase your favorite comics, collectibles, and toys from all our exhibitors. In our innagural year, we attracted a total of 35,000 attendees over a 3-day weekend. In 2014, over 73,000 attendees came out for our celebration. We are one of the largest and fastest-growing comic and pop-culture conventions in the country and have dreams of being the biggest with your support.",Comic
New York Comic Con 2016,Javits Center,New York,NY,United States,2016-10-06,2016-10-09,40.757242567984,-74.001256164767,,,,,"NYCC is the largest pop culture convention on the East Coast and the only one that takes place in the comic book, publishing, media, and licensing capital of the world -- Gotham City. Our show floor plays host to the latest in comics, graphic novels, anime, manga, video games, toys, movies, and television, our panels give fans a chance to interact with their favorite creators, and our screening rooms feature premieres of films and TV shows months before they hit either big or small screens!

Official hashtag is #NYCC.",Comic
New York Comic Con 2016,Javits Center,New York,NY,United States,2016-10-06,2016-10-09,40.757242567984,-74.001256164767,,,,,"Like The NYC Daily Event List for more updates, tickets coming soon!

The New York Comic Con is an annual New York City fan convention dedicated to comics, graphic novels, anime, manga, video games, toys, movies, and television.",Comic
Hub City Comic Con 2,Lubbock Memorial Civic Center,Lubbock,TX,United States,2016-08-26,2016-08-28,33.5889,-101.85063,,,,,"Welcome to the 2nd annual Hub City Comic Con! 2016 will be  twice the size with twice the fun! Follow us on our facebook page, at www.hubcitycomiccon.com and In this event page!

Confirmed Guests:

David Prowse - Darth Vader (StarWars)

Glen Morshower - 24, Transformers, SuperGirl

Karan Ashley - Yellow Mighty Morphin Power Ranger

Judith Hoag - April O'neal

The Odessa ninja turtles",Comic
Quad Cities Comic Con,Mississippi Valley Fairgrounds,Davenport,IA,United States,2016-06-04,2016-06-05,41.536475191863,-90.61883402,,,,,"Mighty Con is finally coming to the Quad Cities!  We're proud to announce an all new weekend long show at the Mississippi Valley Fairgrounds in Davenport, Iowa this June 4th and 5th. We'll be bringing out special guests, artists, local creators, vendors dealing in comics, toys, games, plus much much more!  Stay tuned here for all the details! All ticket and vendor info can be found at http://geekinccomics.com/the-quad-cities-comic-con/",Comic
Harrisburg Comic Con,Harrisburg ComicCon,Harrisburg,PA,United States,2016-06-11,,40.2866707,-76.8819199,,,,,Harrisburg's Newest and Biggest Comic Convention,Comic
Wizard World Philadelphia Comic Con & Gaming,"Pennsylvania Convention Center - Philadelphia, PA (Philly)",Philadelphia,PA,United States,2016-06-02,2016-06-05,39.954169733476,-75.159185186391,,,,,"Wizard World comes back to Philadelphia for one of our biggest shows of the year!! Come meet your favorite celebrities, artists, cosplayers, and more!!",Comic
EoD at Phoenix Comicon 2016,Phoenix Convention Center,Phoenix,AZ,United States,2016-06-02,2016-06-05,33.4492183,-112.06954879114,,,,,The Edge of December staff will be at a Phoenix Comicon booth for the entire weekend. Come by and see what cool swag you can get. There will be several never before seen items.,Comic
San Francisco Comic-Con 2016,San Francisco Marriott Marquis,San Francisco,CA,United States,2016-09-02,2016-09-04,37.7848679,-122.4040062,,,,,"The San Francisco Comic Con is a comic book convention located in San Francisco, California. It is produced and promoted by Imaginarium LLC (the team behind the Tampa Bay Comic Con and Indiana Comic Con), which is an event production and advertising agency comprised entirely of people that have a true love for comic books, stories, artwork and pop-culture. The people of San Francisco deserve a comic convention of their very own, and the San Francisco Comic Con is San Francisco’s very own.

Featured are exhibitors that cater to a wide-spectrum of interests including comic books, magazines, toys, games, Star Wars, Star Trek, anime, manga, cosplay, artwork, sketches and apparel. In addition, a roster of comic industry professionals and comicdom-related celebrities are in attendance for attendees to meet and greet. As always, children 12 and under are admitted for FREE, helping to instill the San Francisco Comic Con as the premier family-friendly comic convention in the region.",Comic
San Angelo Comic Con,Foster Communications Coliseum,San Angelo,TX,United States,2016-09-30,2016-10-02,31.506666666667,-100.46027777778,,,,,"Welcome to the First Annual San Angelo Comic Con! 
Specializing in everything comic and pop culture we aim to bring you the very best in comic, anime, toys, artist, celebrity guests, cosplayers, panels and more! If you are looking for tickets our website is www.sanangelocomiccon.com/tickets 

Confirmed Guest:

Peter Dante - Grandmas Boy, Happy Madison films

Sean Schemmel - Goku in DragonBall, DBZ, DBZ GT, DBZ Super.",Comic
Hall of Fame City Comic Con!,Canton Civic Center,Canton,OH,United States,2016-09-24,2016-09-24,40.80807,-81.37233,,,,,"Join us at the Canton Memorial Civic Center for the 1st Hall of fame City Comic Con!
Comics, toys, artists, cosplay and much, much more!!!

Ticket Pre-sale going on now! $8.00 for adults, regularly $10, $4.00 for children regularly $5, 5 and under Free!",Comic
Niagara Falls Comic Con 2017,Niagara Falls Comic Con,Niagara Falls,ON,Canada,2016-06-03,2016-06-05,43.0780182,-79.084137,,,,,"Niagara Falls Comic Con is set to take place over three days on June 2, 3 and 4, 2017!

The event takes place just steps away from the majestic Falls and will feature more than 200,000 square feet of exhibitors, comic books, movie cars, cosplay contests, celebrity autographs and photo-ops, a video gaming arena, Falls Horror Fest and more.

Celebrity announcements coming SOON!

VISIT www.niagarafallscomiccon.com to keep up to date!",Comic
